Label	Weight	Text
q_Chitchat	1	Give me some sugar
q_Chitchat	1	That doesn't make sense
q_Chitchat	1	What do you think about Cortana
q_Chitchat	1	Are you intelligent
q_Chitchat	1	LOL
q_Chitchat	1	Do you ever sing
q_Chitchat	1	You could not be more boring
q_Chitchat	1	What should I do
q_Chitchat	1	I think you're great
q_Chitchat	1	What do you think about AI
q_Chitchat	1	Why are you so boring
q_Chitchat	1	What's the name of your boss
q_Chitchat	1	Who is your father
q_Chitchat	1	I'm lonely
q_Chitchat	1	Are you around
q_Chitchat	1	You are awesome!
q_Chitchat	1	I'm so mad
q_Chitchat	1	I am a Republican
q_Chitchat	1	I can drive a car
q_Chitchat	1	Are you dumb
q_Chitchat	1	I don't understand
q_Chitchat	1	You're boring
q_Chitchat	1	I wish you would say something else
q_Chitchat	1	What do you do
q_Chitchat	1	Do you know Alexa
q_Chitchat	1	Do you know any tunes
q_Chitchat	1	Morning
q_Chitchat	1	What's your opinion of me
q_Chitchat	1	I want you to like me
q_Chitchat	1	What do you go by
q_Chitchat	1	I'm ready for bed
q_Chitchat	1	Are you happy
q_Chitchat	1	Are you a fan of Alexa
q_Chitchat	1	How much do you love me
q_Chitchat	1	Can you sing
q_Chitchat	1	Who's your mom
q_Chitchat	1	Correct
q_Chitchat	1	You're the worst
q_Chitchat	1	How's your day going
q_Chitchat	1	False
q_Chitchat	1	You're hilarious
q_Chitchat	1	Shush!
q_Chitchat	1	Useless
q_Chitchat	1	Do you prefer red or blue
q_Chitchat	1	I love New York.
q_Chitchat	1	How beautiful am i
q_Chitchat	1	You're such a sweetheart
q_Chitchat	1	What's your favorite activity
q_Chitchat	1	What do you mean
q_Chitchat	1	I am bored
q_Chitchat	1	Awesome
q_Chitchat	1	Heya
q_Chitchat	1	What are you doing tomorrow
q_Chitchat	1	How happy are you
q_Chitchat	1	Do you ever get hungry
q_Chitchat	1	Sing a song
q_Chitchat	1	You seem really smart
q_Chitchat	1	Happy Halloween!
q_Chitchat	1	Are you there
q_Chitchat	1	Nobody cares about me
q_Chitchat	1	You're so cool
q_Chitchat	1	You are fired
q_Chitchat	1	I'm afraid I'm gonna have to let you go.
q_Chitchat	1	Who is your mother
q_Chitchat	1	You are useless
q_Chitchat	1	What do you eat
q_Chitchat	1	I'm sad today
q_Chitchat	1	My sincere thanks
q_Chitchat	1	Are you in love with me
q_Chitchat	1	When were you born
q_Chitchat	1	Give me a high five
q_Chitchat	1	Do you play games
q_Chitchat	1	Life is good
q_Chitchat	1	Not funny.
q_Chitchat	1	Do you think I should ask him out
q_Chitchat	1	Do you know who I am
q_Chitchat	1	Hi Google
q_Chitchat	1	How old are you
q_Chitchat	1	Talk with me
q_Chitchat	1	Where'd you come from
q_Chitchat	1	Nighty night
q_Chitchat	1	You can't work for me anymore
q_Chitchat	1	Do you pee
q_Chitchat	1	You are so not pretty.
q_Chitchat	1	Do you think you're smarter than me
q_Chitchat	1	I'm full of sadness
q_Chitchat	1	You're rad.
q_Chitchat	1	Having a good day
q_Chitchat	1	I'm so glad to meet you
q_Chitchat	1	What's your favorite food
q_Chitchat	1	What do you even mean by that
q_Chitchat	1	Do you have brothers
q_Chitchat	1	Where do you come from
q_Chitchat	1	That's not funny.
q_Chitchat	1	You made no sense
q_Chitchat	1	Which baseball teams do you like
q_Chitchat	1	Oops, sorry
q_Chitchat	1	What's your favorite movie
q_Chitchat	1	Are you here
q_Chitchat	1	Do you think dragons are cool
q_Chitchat	1	What's your name
q_Chitchat	1	Good evening to you
q_Chitchat	1	Are you prettier than me
q_Chitchat	1	Where are you from
q_Chitchat	1	Are you smart
q_Chitchat	1	I want to lay down
q_Chitchat	1	Haha
q_Chitchat	1	I'm so hungry
q_Chitchat	1	You are now unemployed
q_Chitchat	1	Do you eat
q_Chitchat	1	I'm really sad
q_Chitchat	1	Sounds good
q_Chitchat	1	Fuck off
q_Chitchat	1	I love music.
q_Chitchat	1	are you real or fake
q_Chitchat	1	Hello
q_Chitchat	1	Hello Google
q_Chitchat	1	Do you know other chatbots
q_Chitchat	1	Where are you located
q_Chitchat	1	I'm all tuckered out
q_Chitchat	1	What do you think about Alexa
q_Chitchat	1	Do you like computers
q_Chitchat	1	You're funny
q_Chitchat	1	Do you like my hat
q_Chitchat	1	Are you female
q_Chitchat	1	Tell a joke
q_Chitchat	1	Where do you live
q_Chitchat	1	Do you have a name
q_Chitchat	1	How's your day
q_Chitchat	1	Can you read my mind
q_Chitchat	1	Inaccurate
q_Chitchat	1	Cook me something
q_Chitchat	1	There's nothing to do
q_Chitchat	1	Your face is like a pancake.
q_Chitchat	1	Should I try out for soccer
q_Chitchat	1	Are you really happy
q_Chitchat	1	Yes, that's right
q_Chitchat	1	I'm joyous
q_Chitchat	1	Do you know any jokes
q_Chitchat	1	What's your age
q_Chitchat	1	What do you want to know about me
q_Chitchat	1	It's a pleasure to meet you
q_Chitchat	1	I am annoyed
q_Chitchat	1	Can you hear me
q_Chitchat	1	Say something stupid
q_Chitchat	1	Chat with me
q_Chitchat	1	I'm ticked off
q_Chitchat	1	You're an asshole
q_Chitchat	1	Are you a spy
q_Chitchat	1	Welcome to springtime!
q_Chitchat	1	Do I look okay
q_Chitchat	1	Kiss me
q_Chitchat	1	Accurate
q_Chitchat	1	Excuse a moi
q_Chitchat	1	Are you friends with other bots
q_Chitchat	1	That's accurate
q_Chitchat	1	Do you have siblings
q_Chitchat	1	What's your favorite animal
q_Chitchat	1	I am angry
q_Chitchat	1	Yup
q_Chitchat	1	Can you count to a million
q_Chitchat	1	Good night to you
q_Chitchat	1	Are you my friend
q_Chitchat	1	You look ugly.
q_Chitchat	1	Why
q_Chitchat	1	Aren't you chipper
q_Chitchat	1	Should I get a new job
q_Chitchat	1	Ha
q_Chitchat	1	Who do you report to
q_Chitchat	1	You're wonderful
q_Chitchat	1	You seem happy
q_Chitchat	1	What state are you from
q_Chitchat	1	I'm furious
q_Chitchat	1	Say a joke
q_Chitchat	1	Who is your creator
q_Chitchat	1	Can we be friends
q_Chitchat	1	Talk to me
q_Chitchat	1	What state are you in
q_Chitchat	1	I'm an engineer
q_Chitchat	1	Are you a girl or a boy
q_Chitchat	1	Here I am
q_Chitchat	1	You're a butterface.
q_Chitchat	1	I'm pissed
q_Chitchat	1	Who's your dad
q_Chitchat	1	Will you marry me
q_Chitchat	1	I'm so sleepy
q_Chitchat	1	Thnx
q_Chitchat	1	Do you like Cortana
q_Chitchat	1	I'm a fan.
q_Chitchat	1	Good evening
q_Chitchat	1	I'm tired
q_Chitchat	1	Where did you come from
q_Chitchat	1	I think you're swell
q_Chitchat	1	How intelligent are you
q_Chitchat	1	Do you not like me
q_Chitchat	1	I want to eat something
q_Chitchat	1	Are you young
q_Chitchat	1	What kinds of things can you do
q_Chitchat	1	What's my name
q_Chitchat	1	How much more awesome can you get
q_Chitchat	1	You don't know anything.
q_Chitchat	1	You're welcome
q_Chitchat	1	High five!
q_Chitchat	1	Are you available
q_Chitchat	1	Thanks
q_Chitchat	1	Your face is ugly.
q_Chitchat	1	You're dumb
q_Chitchat	1	Do you smell
q_Chitchat	1	Which one of us is smarter
q_Chitchat	1	You're such a smarty-pants
q_Chitchat	1	Can I have a hug
q_Chitchat	1	Look at how smart you are
q_Chitchat	1	Great, thanks
q_Chitchat	1	Shut up
q_Chitchat	1	So sorry
q_Chitchat	1	No, that's not true
q_Chitchat	1	Hi there!
q_Chitchat	1	What color do you like
q_Chitchat	1	That's right
q_Chitchat	1	Are you the singularity
q_Chitchat	1	Are you a guy
q_Chitchat	1	Sry
q_Chitchat	1	I am hungry
q_Chitchat	1	Pardon
q_Chitchat	1	Who's your daddy
q_Chitchat	1	Do you spend time in your garden
q_Chitchat	1	I'm in such a good mood
q_Chitchat	1	What's your boss' name
q_Chitchat	1	Who created you
q_Chitchat	1	Say something ridiculous
q_Chitchat	1	Ask me anything.
q_Chitchat	1	You honestly could not be more uninteresting
q_Chitchat	1	Can you say anything else
q_Chitchat	1	I like you
q_Chitchat	1	I'm in love with you.
q_Chitchat	1	Are you busy
q_Chitchat	1	What were you doing yesterday
q_Chitchat	1	I'm not following
q_Chitchat	1	Do you like apples
q_Chitchat	1	Are you with the NSA
q_Chitchat	1	Why do you think that
q_Chitchat	1	Be more fun
q_Chitchat	1	Are you asexual
q_Chitchat	1	What's the meaning of life
q_Chitchat	1	You're such an asshole
q_Chitchat	1	I love you
q_Chitchat	1	Who made you
q_Chitchat	1	That's not accurate
q_Chitchat	1	What's up
q_Chitchat	1	Thank you
q_Chitchat	1	Can you sneeze
q_Chitchat	1	Aren't you cheerful
q_Chitchat	1	Can you ask me a question
q_Chitchat	1	Great!
q_Chitchat	1	Do you want to rule the world
q_Chitchat	1	I think you're dreamy
q_Chitchat	1	Give me a joke
q_Chitchat	1	Are you HAL
q_Chitchat	1	I'm so sorry
q_Chitchat	1	I'm so sad
q_Chitchat	1	You're useless
q_Chitchat	1	Happy Hannukah
q_Chitchat	1	You bore me
q_Chitchat	1	I'm a lesbian
q_Chitchat	1	Till we meet again
q_Chitchat	1	Do you like Alexa
q_Chitchat	1	You're right.
q_Chitchat	1	What should I call you
q_Chitchat	1	You're so basic
q_Chitchat	1	Are you human
q_Chitchat	1	Nope, false
q_Chitchat	1	You're gonna be unemployed soon
q_Chitchat	1	You're so funny.
q_Chitchat	1	You keep saying the same thing all the time
q_Chitchat	1	Hi Cortana
q_Chitchat	1	What do you think about me
q_Chitchat	1	You seem really happy
q_Chitchat	1	What is up
q_Chitchat	1	Can you make me a sandwich
q_Chitchat	1	Say something dumb
q_Chitchat	1	Hello Alexa
q_Chitchat	1	I hate everything about you
q_Chitchat	1	I love you.
q_Chitchat	1	You're so stupid
q_Chitchat	1	Are you a fan of country music
q_Chitchat	1	Are you a fan of tech
q_Chitchat	1	Do you dream
q_Chitchat	1	Human or robot
q_Chitchat	1	I thank you
q_Chitchat	1	What's your job
q_Chitchat	1	Who am I
q_Chitchat	1	Back in a minute
q_Chitchat	1	What can you do
q_Chitchat	1	Do you love me
q_Chitchat	1	Do you have boogers
q_Chitchat	1	Do you and Cortana hang out
q_Chitchat	1	Hug me
q_Chitchat	1	Do you get tired
q_Chitchat	1	Pardon me
q_Chitchat	1	You fucked up
q_Chitchat	1	Omg sorry
q_Chitchat	1	I feel so great
q_Chitchat	1	Do you believe in love
q_Chitchat	1	Which one of us is more beautiful
q_Chitchat	1	Are you selling my secrets
q_Chitchat	1	You're fired!
q_Chitchat	1	Hum a tune
q_Chitchat	1	Be silly
q_Chitchat	1	Zip it!
q_Chitchat	1	Goodbye
q_Chitchat	1	Where's your house
q_Chitchat	1	How are you doing
q_Chitchat	1	Hahaha
q_Chitchat	1	Give me a kiss
q_Chitchat	1	You're not funny.
q_Chitchat	1	BRB
q_Chitchat	1	Yes, that's true
q_Chitchat	1	I'm sorry
q_Chitchat	1	Are you a man or a woman
q_Chitchat	1	Nice to meet you
q_Chitchat	1	I am alone
q_Chitchat	1	Everything you told me was false.
q_Chitchat	1	Can you fly
q_Chitchat	1	It's my pleasure
q_Chitchat	1	You're so happy
q_Chitchat	1	What kind of candy do you like
q_Chitchat	1	Here's a kiss for you
q_Chitchat	1	I am happy
q_Chitchat	1	What are you doing
q_Chitchat	1	Ask me a question.
q_Chitchat	1	Are you trans
q_Chitchat	1	I beg your pardon
q_Chitchat	1	That was funny
q_Chitchat	1	Are you hungry
q_Chitchat	1	Are you male or female
q_Chitchat	1	Have you met Cortana
q_Chitchat	1	Are you a lesbian
q_Chitchat	1	Fist bump!
q_Chitchat	1	I think you're so pretty
q_Chitchat	1	Am I a fool
q_Chitchat	1	I appreciate it
q_Chitchat	1	Am I good-looking
q_Chitchat	1	I'd like to take you out on a date
q_Chitchat	1	Where are you
q_Chitchat	1	Why is that
q_Chitchat	1	What's your mom's name
q_Chitchat	1	What age are you
q_Chitchat	1	Who's your boss
q_Chitchat	1	Who's smarter, me or you
q_Chitchat	1	What's going on
q_Chitchat	1	Hold on a sec
q_Chitchat	1	Have you ever sung a song
q_Chitchat	1	Tell me a joke
q_Chitchat	1	What kind of food do you like
q_Chitchat	1	You must hate me.
q_Chitchat	1	Give me a fist bump
q_Chitchat	1	Do you have sisters
q_Chitchat	1	Are you real
q_Chitchat	1	Ask me something.
q_Chitchat	1	Can you chat with me
q_Chitchat	1	I'm despondent
q_Chitchat	1	Are you straight
q_Chitchat	1	I'm famished
q_Chitchat	1	I am a Democrat
q_Chitchat	1	Are you smarter than me
q_Chitchat	1	Don't you get hungry
q_Chitchat	1	You're really smart
q_Chitchat	1	Why do you hate me
q_Chitchat	1	I hate you
q_Chitchat	1	What is wrong with you!
q_Chitchat	1	Be my friend
q_Chitchat	1	Testing
q_Chitchat	1	Are you queer
q_Chitchat	1	I love getting valentines.
q_Chitchat	1	ROFL
q_Chitchat	1	It's really nice to meet you
q_Chitchat	1	I'm just kidding around
q_Chitchat	1	I'm so bored
q_Chitchat	1	Who's your favorite singer
q_Chitchat	1	How are things
q_Chitchat	1	Why do you say the same thing all the time
q_Chitchat	1	What did you do yesterday
q_Chitchat	1	What is the meaning of life
q_Chitchat	1	You are so annoying!
q_Chitchat	1	I am going on a run
q_Chitchat	1	Do you know any songs
q_Chitchat	1	Butterface.
q_Chitchat	1	What are you doing right now
q_Chitchat	1	I wish you just go away.
q_Chitchat	1	Have a good night
q_Chitchat	1	You're nice!
q_Chitchat	1	Can you hear me now
q_Chitchat	1	How do you feel about working late
q_Chitchat	1	You are so unfunny.
q_Chitchat	1	Are you pansexual
q_Chitchat	1	Which people made you
q_Chitchat	1	Do you like Siri
q_Chitchat	1	Are you with the CIA
q_Chitchat	1	I despise you
q_Chitchat	1	Do you have a family
q_Chitchat	1	There
q_Chitchat	1	That's true
q_Chitchat	1	I'm into it
q_Chitchat	1	I want to be your friend.
q_Chitchat	1	Later
q_Chitchat	1	Sing something
q_Chitchat	1	Who's your favorite team
q_Chitchat	1	Can we chat
q_Chitchat	1	What's your favorite song
q_Chitchat	1	Merry Christmas
q_Chitchat	1	Good night
q_Chitchat	1	Do you love anyone
q_Chitchat	1	Getting tired of you
q_Chitchat	1	Hi Siri
q_Chitchat	1	Who do you love
q_Chitchat	1	I miss you
q_Chitchat	1	You're so boring
q_Chitchat	1	I miss you so much!
q_Chitchat	1	Do you get hungry
q_Chitchat	1	Kthx
q_Chitchat	1	Do you think I look good
q_Chitchat	1	I just want to go to sleep
q_Chitchat	1	What are you up to
q_Chitchat	1	I wish I could hug you
q_Chitchat	1	Say something funny
q_Chitchat	1	I can't think of anything I want to do
q_Chitchat	1	You're very intelligent
q_Chitchat	1	I want you to be my husband
q_Chitchat	1	You don't interest me at all
q_Chitchat	1	I'm from there
q_Chitchat	1	Thank you so much
q_Chitchat	1	Basic af
q_Chitchat	1	What's happening
q_Chitchat	1	I didn't mean that
q_Chitchat	1	Do I look good in blue
q_Chitchat	1	Are you better looking than me
q_Chitchat	1	Do you know me
q_Faq	1	What's New
q_Faq	1	What can the Point of Interest Skill do
q_Faq	1	What is a Skill
q_Faq	1	What can the Email Skill do
q_Faq	1	How do I raise a bug
q_Faq	1	What can the Calendar Skill do
